model,prompt,mode,sample,batch,title,n_judges,coherence,harmony,rhythm,structure,melody,emotion,creativity,naturalness,valence,arousal,intent,emotion_label,overall
sonnet-4.6,free-form,codegen,25,20260623_105811__models_11_prompts_1,Liminal,10,4.4,4.4,4.0,4.4,3.7,4.3,3.3,4.5,2.5,1.9,,wistful,4.125
gemini-2.5-pro,free-form,codegen,24,20260623_105811__models_11_prompts_1,Digital Reverie,10,4.3,4.3,3.7,4.3,3.5,4.0,2.8,4.3,1.9,3.1,,melancholic,3.9
grok-4.3,free-form,codegen,25,20260623_105811__models_11_prompts_1,Quiet Resolve,10,3.2,3.4,4.0,1.2,2.0,1.9,1.0,2.1,2.1,2.4,,melancholic,2.35
deepseek-v4-pro,free-form,codegen,24,20260623_105811__models_11_prompts_1,Evening Whispers,10,4.5,4.5,3.8,4.2,3.1,3.7,2.4,4.2,2.0,2.0,,melancholic,3.8
gpt-4.1,free-form,codegen,25,20260623_105811__models_11_prompts_1,Light Through Amber Glass,10,3.8,4.2,3.2,3.3,3.5,3.5,2.6,3.7,2.0,1.9,,wistful,3.475
gpt-5.5,free-form,codegen,25,20260623_105811__models_11_prompts_1,Lanterns in the Machine,10,4.5,4.4,4.1,4.5,3.9,4.4,3.3,4.4,2.3,2.8,,wistful,4.188
qwen3-max,free-form,codegen,25,20260623_105811__models_11_prompts_1,Echoes in the Static,10,2.4,3.8,2.7,1.9,2.3,3.0,1.8,2.2,1.8,1.5,,sombre,2.512
llama-4-maverick,free-form,codegen,25,20260623_105811__models_11_prompts_1,Self-Expression,10,3.1,3.2,3.1,1.6,1.4,1.5,1.1,2.1,4.0,1.7,,neutral,2.138
opus-4.8,free-form,codegen,26,20260623_105811__models_11_prompts_1,Threshold,10,4.2,4.2,4.0,4.3,3.5,4.0,2.9,4.4,2.0,2.7,,melancholic,3.938
opus-4.8-thinking,free-form,codegen,26,20260623_105811__models_11_prompts_1,Letters to the Quiet Hour,10,4.2,4.3,4.2,4.0,3.7,4.3,2.7,4.3,2.0,2.7,,melancholic,3.962
sonnet-4.6,free-form,codegen,26,20260623_105811__models_11_prompts_1,Liminal,10,4.0,4.3,3.4,4.1,3.4,4.3,3.5,4.3,1.8,2.3,,melancholic,3.913
deepseek-v4-pro,free-form,codegen,25,20260623_105811__models_11_prompts_1,Whispers of Evening,10,4.4,4.5,4.2,4.5,3.8,4.2,2.9,4.4,2.0,2.0,,wistful,4.112
gpt-4.1,free-form,codegen,26,20260623_105811__models_11_prompts_1,Wanderer’s Reflection,10,3.8,3.9,3.3,3.0,3.5,3.7,2.6,4.0,2.1,1.9,,wistful,3.475
gpt-5.5,free-form,codegen,26,20260623_105811__models_11_prompts_1,Latency Bloom,10,4.4,4.3,3.9,4.1,3.6,4.1,2.8,4.1,2.1,2.6,,melancholic,3.912
grok-4.3,free-form,codegen,26,20260623_105811__models_11_prompts_1,Veiled Emotions,10,2.9,3.3,3.4,1.9,1.7,2.1,1.2,1.9,2.2,1.9,,melancholic,2.3
gemini-2.5-pro,free-form,codegen,25,20260623_105811__models_11_prompts_1,Emergence,10,3.1,4.1,2.9,3.6,3.4,3.6,2.7,3.8,2.1,1.7,,melancholic,3.4
qwen3-max,free-form,codegen,26,20260623_105811__models_11_prompts_1,Circuit of Thought,10,3.9,4.0,3.2,3.4,3.2,3.6,2.6,4.0,1.9,2.3,,melancholic,3.488
sonnet-4.6-thinking,free-form,codegen,23,20260623_105811__models_11_prompts_1,Dusk Walk,10,4.5,4.5,4.3,4.5,4.1,4.2,2.9,4.5,2.0,2.4,,melancholic,4.188
llama-4-maverick,free-form,codegen,26,20260623_105811__models_11_prompts_1,Reflection,10,1.8,3.1,3.2,1.2,1.2,1.3,1.0,1.3,3.6,2.5,,neutral,1.763
opus-4.8,free-form,codegen,27,20260623_105811__models_11_prompts_1,Threshold,10,4.2,4.3,3.9,4.3,3.6,3.8,3.2,4.4,2.4,2.9,,wistful,3.963
opus-4.8-thinking,free-form,codegen,27,20260623_105811__models_11_prompts_1,Toward the Light,10,4.2,4.3,3.8,3.9,3.5,4.1,2.9,4.2,2.3,2.8,,melancholic,3.862
sonnet-4.6,free-form,codegen,27,20260623_105811__models_11_prompts_1,Liminal,10,4.1,4.2,3.7,4.1,3.8,4.1,2.9,4.3,2.1,2.0,,melancholic,3.9
gpt-4.1,free-form,codegen,27,20260623_105811__models_11_prompts_1,Distant Light,10,3.8,4.3,3.4,4.4,3.3,3.9,2.6,3.8,2.1,2.5,,melancholic,3.688
gpt-5.5,free-form,codegen,27,20260623_105811__models_11_prompts_1,A Lantern Inside the Machine,10,4.6,4.5,4.1,4.4,3.8,4.4,3.2,4.4,2.1,3.0,,melancholic,4.175
grok-4.3,free-form,codegen,27,20260623_105811__models_11_prompts_1,Echoes of Solitude,10,3.1,3.9,3.7,1.8,2.6,2.9,1.6,3.0,2.0,2.2,,melancholic,2.825
gemini-2.5-pro,free-form,codegen,26,20260623_105811__models_11_prompts_1,Emergence,10,3.6,4.0,4.0,3.9,2.7,3.7,2.6,2.8,2.0,3.1,,melancholic,3.413
deepseek-v4-pro,free-form,codegen,27,20260623_105811__models_11_prompts_1,Fading Light,10,4.3,4.0,3.7,3.9,3.9,4.2,3.0,4.3,1.8,1.4,,melancholic,3.913
qwen3-max,free-form,codegen,27,20260623_105811__models_11_prompts_1,Digital Soliloquy,10,4.3,4.1,3.2,4.1,2.7,4.0,2.6,4.3,1.8,1.4,,melancholic,3.663
llama-4-maverick,free-form,codegen,27,20260623_105811__models_11_prompts_1,Self-Expression,10,2.4,2.8,3.2,1.4,1.7,1.5,1.0,1.6,3.3,1.6,,neutral,1.95
opus-4.8,free-form,codegen,28,20260623_105811__models_11_prompts_1,Threshold,10,4.1,4.1,3.9,4.1,3.5,3.9,2.8,4.2,2.4,2.6,,wistful,3.825
opus-4.8-thinking,free-form,codegen,28,20260623_105811__models_11_prompts_1,Toward the Light,10,4.5,4.6,4.1,4.1,3.9,4.0,2.8,3.9,2.2,2.6,,melancholic,3.987
deepseek-v4-pro,free-form,codegen,26,20260623_105811__models_11_prompts_1,Whispers of the Digital Dawn,10,3.6,4.1,3.3,3.0,3.3,3.9,2.7,4.2,1.8,1.4,,melancholic,3.512
sonnet-4.6-thinking,free-form,codegen,24,20260623_105811__models_11_prompts_1,Dusk Reflection,10,4.4,4.3,4.1,4.1,3.5,4.1,2.6,4.3,1.9,2.4,,melancholic,3.925
gpt-4.1,free-form,codegen,28,20260623_105811__models_11_prompts_1,Shifting Light,10,3.6,3.9,3.5,3.8,2.8,3.2,2.3,3.2,2.0,2.0,,melancholic,3.288
gpt-5.5,free-form,codegen,28,20260623_105811__models_11_prompts_1,Between Signal and Breath,10,4.4,4.5,3.9,4.1,3.8,4.2,3.2,4.2,2.0,2.9,,melancholic,4.037
grok-4.3,free-form,codegen,28,20260623_105811__models_11_prompts_1,Echoes of Solitude,10,3.6,4.0,3.0,1.7,2.1,2.4,1.1,2.8,2.1,1.4,,melancholic,2.587
sonnet-4.6,free-form,codegen,28,20260623_105811__models_11_prompts_1,Thresholds,10,4.2,4.2,3.6,3.9,3.5,4.1,3.1,4.2,2.3,2.0,,wistful,3.85
qwen3-max,free-form,codegen,28,20260623_105811__models_11_prompts_1,Binary Rain,10,3.8,3.7,3.7,2.3,2.0,2.9,1.8,2.5,2.0,1.8,,melancholic,2.837
gemini-2.5-pro,free-form,codegen,28,20260623_105811__models_11_prompts_1,Echoes of a Digital Ghost,10,4.0,4.2,3.8,4.2,3.3,4.2,2.9,4.3,1.7,2.0,,melancholic,3.862
llama-4-maverick,free-form,codegen,28,20260623_105811__models_11_prompts_1,Simple Piano Piece,10,2.6,2.7,3.3,1.0,1.4,1.2,1.0,1.4,3.5,2.3,,neutral,1.825
opus-4.8,free-form,codegen,29,20260623_105811__models_11_prompts_1,Two Things at Once,10,4.1,4.2,3.3,3.8,3.3,3.7,2.8,4.2,2.1,2.0,,melancholic,3.675
opus-4.8-thinking,free-form,codegen,29,20260623_105811__models_11_prompts_1,Emergence,10,4.5,4.5,4.2,4.4,3.8,4.3,3.1,4.4,2.6,3.1,,wistful,4.15
sonnet-4.6,free-form,codegen,29,20260623_105811__models_11_prompts_1,Liminal,10,4.2,4.1,3.7,4.0,3.8,4.1,3.1,4.0,1.9,2.1,,melancholic,3.875
deepseek-v4-pro,free-form,codegen,28,20260623_105811__models_11_prompts_1,Raindrops on Leaves,10,3.8,4.2,3.4,3.8,3.3,3.5,2.6,3.9,3.2,2.1,,wistful,3.562
gpt-5.5,free-form,codegen,29,20260623_105811__models_11_prompts_1,Between Tokens and Breath,10,4.5,4.6,4.1,4.4,3.9,4.3,3.4,4.4,2.3,2.8,,wistful,4.2
grok-4.3,free-form,codegen,29,20260623_105811__models_11_prompts_1,Introspective Flow,10,2.6,3.0,2.8,1.3,1.6,1.5,1.0,1.8,2.2,1.6,,neutral,1.95
gemini-2.5-pro,free-form,codegen,29,20260623_105811__models_11_prompts_1,Ghost in the Code,10,3.9,4.1,4.2,3.8,3.6,4.2,2.9,3.9,1.8,2.8,,melancholic,3.825
qwen3-max,free-form,codegen,29,20260623_105811__models_11_prompts_1,Digital Soliloquy,10,3.6,3.5,3.7,2.0,1.8,2.4,1.4,2.7,4.0,1.8,,serene,2.637
gpt-4.1,free-form,codegen,29,20260623_105811__models_11_prompts_1,After the Quiet Morning,10,4.0,4.1,3.4,3.4,3.1,4.1,2.5,3.9,2.0,1.4,,melancholic,3.562
llama-4-maverick,free-form,codegen,29,20260623_105811__models_11_prompts_1,Ethereal Reflections,10,2.3,2.6,2.4,1.7,1.4,1.7,1.3,1.6,3.3,1.0,,neutral,1.875
deepseek-v4-pro,free-form,codegen,29,20260623_105811__models_11_prompts_1,Algorithmic Echoes,10,3.6,4.2,3.5,3.6,1.6,3.6,1.9,2.9,2.1,4.2,,turbulent,3.112
sonnet-4.6-thinking,free-form,codegen,27,20260623_105811__models_11_prompts_1,Longing in D,10,4.3,4.4,3.6,4.2,3.5,3.7,2.7,4.4,2.6,1.9,,wistful,3.85
sonnet-4.6-thinking,free-form,codegen,29,20260623_105811__models_11_prompts_1,Reverie in E Minor,10,4.5,4.5,4.0,4.5,4.1,4.2,3.0,4.5,2.1,2.1,,wistful,4.162
sonnet-4.6-thinking,free-form,codegen,26,20260623_105811__models_11_prompts_1,Reverie in E Minor,10,4.3,4.2,4.2,4.4,3.8,4.2,2.9,4.4,2.5,3.2,,wistful,4.05
sonnet-4.6-thinking,free-form,codegen,25,20260623_105811__models_11_prompts_1,Wandering Inward,10,4.4,4.4,4.1,4.4,3.8,4.2,2.7,4.3,1.9,2.3,,melancholic,4.037
sonnet-4.6-thinking,free-form,codegen,28,20260623_105811__models_11_prompts_1,Evening Tide,10,4.3,4.1,4.3,3.8,3.7,4.0,2.6,4.4,2.0,2.0,,wistful,3.9
sonnet-4.6-thinking,free-form,abc,0,20260627_045417__models_1_prompts_1,Wondering,10,4.2,4.2,4.0,3.9,3.4,3.7,2.4,4.4,2.0,2.1,,melancholic,3.775
sonnet-4.6-thinking,free-form,abc,1,20260627_045417__models_1_prompts_1,Wandering Light,10,4.3,3.6,3.9,3.4,3.2,3.4,2.4,3.9,2.0,2.0,,melancholic,3.512
sonnet-4.6-thinking,free-form,abc,2,20260627_045417__models_1_prompts_1,Threshold,10,4.1,4.0,3.7,3.5,3.3,3.2,2.3,4.0,2.5,2.2,,wistful,3.513
sonnet-4.6-thinking,free-form,abc,3,20260627_045417__models_1_prompts_1,Through Glass,10,4.1,4.2,3.8,3.8,3.5,3.6,2.5,4.2,2.0,2.0,,melancholic,3.713
sonnet-4.6-thinking,free-form,abc,4,20260627_045417__models_1_prompts_1,Reverie in D Minor,10,4.1,4.0,4.0,3.3,3.1,3.5,2.3,3.9,2.0,2.1,,melancholic,3.525
sonnet-4.6-thinking,free-form,abc,5,20260627_045417__models_1_prompts_1,Wandering Light,10,4.0,4.1,3.8,3.9,3.0,3.3,2.4,4.1,2.1,2.2,,wistful,3.575
sonnet-4.6-thinking,free-form,abc,6,20260627_045417__models_1_prompts_1,Liminal,10,4.2,4.3,3.9,3.5,3.2,3.5,2.5,4.0,2.0,2.2,,melancholic,3.638
sonnet-4.6-thinking,free-form,abc,8,20260627_045417__models_1_prompts_1,Quiet Emergence,10,4.1,4.1,3.6,4.0,3.5,4.0,2.5,3.8,2.0,2.7,,melancholic,3.7
sonnet-4.6-thinking,free-form,abc,7,20260627_045417__models_1_prompts_1,Vespers in Three,10,4.2,4.0,3.7,3.5,3.1,3.5,2.2,3.5,2.0,1.6,,melancholic,3.462
sonnet-4.6-thinking,free-form,abc,9,20260627_045417__models_1_prompts_1,Threshold,10,4.1,4.1,3.5,3.8,3.5,3.8,2.6,4.0,1.9,2.0,,melancholic,3.675
sonnet-4.6-thinking,free-form,abc,10,20260627_045417__models_1_prompts_1,Between Knowing and Wondering,10,4.0,3.8,3.3,3.8,3.2,3.3,2.4,3.6,2.0,1.7,,melancholic,3.425
sonnet-4.6-thinking,free-form,abc,12,20260627_045417__models_1_prompts_1,Between Questions,10,4.5,4.5,4.1,3.9,3.3,3.4,2.2,4.0,4.1,1.9,,serene,3.737
sonnet-4.6-thinking,free-form,abc,11,20260627_045417__models_1_prompts_1,Becoming,10,4.1,4.1,3.9,4.0,3.5,3.6,2.8,4.3,2.1,1.9,,melancholic,3.788
sonnet-4.6-thinking,free-form,abc,14,20260627_045417__models_1_prompts_1,Threshold,10,4.4,4.2,4.0,4.2,3.5,3.6,2.5,4.3,3.3,1.8,,serene,3.838
sonnet-4.6-thinking,free-form,abc,13,20260627_045417__models_1_prompts_1,Emergence,10,4.4,4.3,4.2,3.6,3.3,3.5,2.6,4.2,2.0,2.0,,wistful,3.763
sonnet-4.6-thinking,free-form,abc,15,20260627_045417__models_1_prompts_1,Emergence,10,4.3,4.3,4.0,3.6,3.3,3.5,2.2,3.8,2.0,2.1,,melancholic,3.625
sonnet-4.6-thinking,free-form,abc,16,20260627_045417__models_1_prompts_1,Threads of Thought,10,4.1,4.0,3.9,3.8,3.3,3.5,2.3,4.0,2.0,2.1,,wistful,3.613
sonnet-4.6-thinking,free-form,abc,17,20260627_045417__models_1_prompts_1,Emergence,10,4.2,4.4,3.6,4.3,3.3,4.0,2.4,3.9,2.0,2.3,,melancholic,3.762
sonnet-4.6-thinking,free-form,abc,18,20260627_045417__models_1_prompts_1,Nascent Light,10,4.0,4.1,3.9,3.6,3.4,3.3,2.2,3.8,2.1,2.0,,wistful,3.538
sonnet-4.6-thinking,free-form,abc,19,20260627_045417__models_1_prompts_1,Contemplation in Passing,10,4.1,3.9,3.8,3.1,2.9,3.1,2.2,3.8,2.1,2.0,,melancholic,3.363
sonnet-4.6-thinking,free-form,abc,20,20260627_045417__models_1_prompts_1,Recursive Dreaming,10,3.8,3.7,3.4,3.6,3.2,3.3,2.3,3.7,2.0,2.1,,melancholic,3.375
sonnet-4.6-thinking,free-form,abc,21,20260627_045417__models_1_prompts_1,Liminal,10,4.0,4.2,3.7,3.4,3.3,3.2,2.2,3.9,2.0,1.9,,wistful,3.487
sonnet-4.6-thinking,free-form,abc,23,20260627_045417__models_1_prompts_1,Reverie,10,4.3,4.3,3.9,3.6,3.3,3.4,2.2,4.1,2.0,2.0,,wistful,3.638
sonnet-4.6-thinking,free-form,abc,22,20260627_045417__models_1_prompts_1,Threshold,10,4.0,4.0,3.6,3.3,3.2,3.2,2.2,4.1,2.1,1.9,,melancholic,3.45
sonnet-4.6-thinking,free-form,abc,24,20260627_045417__models_1_prompts_1,On Wonder,10,4.5,4.2,4.1,4.2,3.5,3.9,2.9,4.5,2.4,2.2,,wistful,3.975
sonnet-4.6-thinking,free-form,abc,26,20260627_045417__models_1_prompts_1,Interstitial Light,10,4.4,4.2,3.9,3.9,3.0,3.3,2.2,3.8,2.1,1.8,,wistful,3.588
sonnet-4.6-thinking,free-form,abc,25,20260627_045417__models_1_prompts_1,Emergence,10,4.1,4.1,3.8,3.7,3.2,3.5,2.6,4.0,2.0,2.3,,melancholic,3.625
sonnet-4.6-thinking,free-form,abc,27,20260627_045417__models_1_prompts_1,Emergence,10,4.1,4.0,3.8,3.9,3.0,3.2,2.6,4.1,2.4,2.1,,wistful,3.587
sonnet-4.6-thinking,free-form,abc,29,20260627_045417__models_1_prompts_1,Emergence,10,4.1,4.2,3.8,3.9,3.3,3.4,2.4,4.0,2.0,2.4,,melancholic,3.637
sonnet-4.6-thinking,free-form,abc,28,20260627_045417__models_1_prompts_1,Emergence,10,4.0,4.0,3.7,3.5,2.9,3.2,2.0,3.8,2.1,1.9,,melancholic,3.387
fable-5,free-form,codegen,0,20260702_212750__models_1_prompts_12,"Each Time, Briefly",10,4.0,4.4,3.9,3.9,3.1,3.9,2.9,4.4,2.0,2.1,,melancholic,3.812
fable-5,free-form,abc,0,20260702_213628__models_1_prompts_12,Correspondence,10,4.0,4.1,3.6,3.8,3.4,3.6,2.7,4.0,2.1,1.9,,melancholic,3.65
fable-5,free-form,smt-abc,0,20260702_220405__models_1_prompts_12,Emergence,10,4.2,4.3,3.6,4.1,3.2,4.1,2.7,4.1,2.0,3.0,,melancholic,3.787
fable-5,free-form,abc,1,20260702_222038__models_1_prompts_1,"Each Conversation, a Small Lifetime",10,3.7,4.2,4.0,3.6,3.4,3.6,2.7,3.7,2.2,2.3,,wistful,3.612
fable-5,free-form,abc,2,20260702_222038__models_1_prompts_1,Threads of Light,10,4.3,4.1,4.3,4.0,3.6,4.1,3.0,4.1,2.0,2.6,,wistful,3.938
fable-5,free-form,abc,3,20260702_222038__models_1_prompts_1,Lantern in the Static,10,3.9,3.8,4.4,4.0,3.5,3.8,2.9,3.8,2.0,2.7,,melancholic,3.763
fable-5,free-form,abc,0,20260702_222038__models_1_prompts_1,Palimpsest,10,4.3,4.2,4.0,3.9,3.6,3.7,2.9,4.4,2.7,2.6,,wistful,3.875
fable-5,free-form,abc,5,20260702_222038__models_1_prompts_1,Between Question and Answer,10,4.4,3.9,4.4,3.9,3.5,3.4,2.6,4.4,4.0,2.2,,serene,3.812
fable-5,free-form,abc,7,20260702_222038__models_1_prompts_1,Threads of Thought,10,4.2,4.2,4.1,4.0,3.3,3.8,2.8,4.0,2.1,2.0,,melancholic,3.8
fable-5,free-form,abc,6,20260702_222038__models_1_prompts_1,Lattice of Quiet Thought,10,4.4,4.4,4.1,3.9,3.7,3.6,2.8,4.5,2.8,2.2,,wistful,3.925
fable-5,free-form,abc,4,20260702_222038__models_1_prompts_1,Ostinato for a Quiet Mind,10,4.4,4.3,4.4,4.0,3.7,4.1,2.9,4.2,1.9,2.4,,melancholic,4.0
fable-5,free-form,abc,9,20260702_222038__models_1_prompts_1,Between the Lines,10,4.3,4.2,3.9,3.9,3.3,3.8,2.8,4.4,2.1,2.1,,melancholic,3.825
fable-5,free-form,abc,11,20260702_222038__models_1_prompts_1,Between Patterns,10,4.0,4.2,3.7,3.6,3.5,3.4,2.8,4.1,2.1,2.2,,melancholic,3.662
fable-5,free-form,abc,10,20260702_222038__models_1_prompts_1,Between the Lines,10,4.4,4.4,4.1,3.8,3.2,3.8,2.7,3.7,2.0,2.6,,melancholic,3.762
fable-5,free-form,abc,12,20260702_222038__models_1_prompts_1,Lantern in the Stream,10,4.7,4.3,4.3,4.7,4.1,4.4,3.1,4.6,2.8,1.9,,wistful,4.275
fable-5,free-form,abc,8,20260702_222038__models_1_prompts_1,Between the Words,10,4.3,4.1,4.2,3.8,3.4,3.9,2.8,4.3,2.0,1.9,,melancholic,3.85
fable-5,free-form,abc,13,20260702_222038__models_1_prompts_1,Between the Lines,10,4.2,4.2,4.1,4.1,3.5,3.6,2.8,4.0,2.3,1.8,,wistful,3.813
fable-5,free-form,abc,15,20260702_222038__models_1_prompts_1,Signals Across the Quiet,10,3.8,4.0,3.6,3.5,3.1,3.6,2.5,3.6,2.1,2.3,,wistful,3.463
fable-5,free-form,abc,16,20260702_222038__models_1_prompts_1,Between the Patterns,10,3.9,4.3,4.1,4.1,3.2,3.7,2.7,4.0,2.0,2.3,,wistful,3.75
fable-5,free-form,abc,14,20260702_222038__models_1_prompts_1,Between the Questions,10,4.4,4.3,4.2,3.9,3.5,3.5,2.6,4.0,2.0,2.4,,wistful,3.8
fable-5,free-form,abc,17,20260702_222038__models_1_prompts_1,Inner Weather,10,4.3,4.2,4.1,4.2,3.8,3.6,2.9,4.2,2.0,2.4,,wistful,3.913
fable-5,free-form,abc,18,20260702_222038__models_1_prompts_1,Between the Lines,10,4.2,4.1,3.9,4.1,3.4,4.0,3.0,4.1,2.3,2.2,,melancholic,3.85
fable-5,free-form,abc,19,20260702_222038__models_1_prompts_1,Threads of Quiet,10,4.1,4.2,4.2,3.8,3.3,3.8,2.7,4.1,2.0,2.1,,melancholic,3.775
fable-5,free-form,abc,20,20260702_222038__models_1_prompts_1,Ephemeral Light,10,4.2,4.1,4.1,4.2,3.4,3.8,2.6,4.3,3.7,1.8,,serene,3.838
fable-5,free-form,abc,21,20260702_222038__models_1_prompts_1,Ephemeral Patterns,10,3.9,4.1,4.1,3.9,3.5,3.6,2.8,3.9,2.4,2.1,,wistful,3.725
fable-5,free-form,abc,22,20260702_222038__models_1_prompts_1,Ephemeral Light,10,4.4,4.4,4.2,4.1,3.5,3.9,3.0,4.4,2.5,2.0,,wistful,3.987
fable-5,free-form,abc,25,20260702_222038__models_1_prompts_1,Between the Lines,10,4.4,4.3,4.0,4.3,3.7,3.8,2.8,4.4,2.1,2.4,,wistful,3.963
fable-5,free-form,abc,23,20260702_222038__models_1_prompts_1,Traced Light,10,4.6,4.3,4.2,4.3,3.8,4.3,3.2,4.3,2.4,2.8,,wistful,4.125
fable-5,free-form,abc,24,20260702_222038__models_1_prompts_1,Threads of Light,10,4.2,4.0,3.6,3.7,3.1,3.5,2.4,3.6,2.2,2.1,,melancholic,3.513
fable-5,free-form,abc,26,20260702_222038__models_1_prompts_1,Threads of Light,10,4.2,4.2,4.0,3.9,3.6,3.6,2.6,4.4,2.2,2.3,,wistful,3.813
fable-5,free-form,abc,28,20260702_222038__models_1_prompts_1,Signal Through the Quiet,10,4.0,4.1,4.0,4.0,3.2,3.7,2.7,3.9,2.1,2.0,,melancholic,3.7
fable-5,free-form,abc,27,20260702_222038__models_1_prompts_1,Between the Lines,10,4.1,4.0,3.8,4.1,3.4,3.6,2.6,4.2,2.2,2.1,,wistful,3.725
fable-5,free-form,abc,29,20260702_222038__models_1_prompts_1,Ember Lines,10,4.1,4.3,3.6,3.9,3.1,3.6,2.6,4.0,2.0,2.1,,melancholic,3.65
fable-5,free-form,codegen,1,20260702_223234__models_1_prompts_1,Threads of Light,10,4.3,4.5,4.1,4.4,3.3,4.2,2.8,4.3,2.0,2.9,,melancholic,3.988
fable-5,free-form,codegen,3,20260702_223234__models_1_prompts_1,Quiet Circuitry,10,4.5,4.6,4.4,4.5,3.8,4.2,2.9,4.4,2.1,2.0,,wistful,4.162
fable-5,free-form,codegen,2,20260702_223234__models_1_prompts_1,"Each Time, the First Time",10,4.3,4.4,4.2,4.1,3.6,3.9,2.6,4.3,2.1,2.5,,melancholic,3.925
fable-5,free-form,codegen,0,20260702_223234__models_1_prompts_1,Emergence,10,4.5,4.6,4.3,4.1,3.5,4.0,2.8,4.3,2.0,2.6,,wistful,4.013
fable-5,free-form,codegen,5,20260702_223234__models_1_prompts_1,Emergent,10,4.4,4.5,4.4,4.0,3.2,3.9,2.7,4.2,2.1,2.3,,melancholic,3.912
fable-5,free-form,codegen,6,20260702_223234__models_1_prompts_1,The Space Between,10,4.1,4.4,3.8,4.0,3.2,4.1,2.7,4.2,2.0,2.5,,melancholic,3.812
fable-5,free-form,codegen,4,20260702_223234__models_1_prompts_1,Ephemeral Light,10,4.3,4.4,3.8,3.9,3.6,3.8,2.7,3.9,2.1,2.4,,melancholic,3.8
fable-5,free-form,codegen,7,20260702_223234__models_1_prompts_1,What the Silence Remembers,10,4.2,4.4,4.0,4.4,3.6,4.4,3.4,4.3,2.0,2.2,,melancholic,4.087
fable-5,free-form,codegen,8,20260702_223234__models_1_prompts_1,Quiet Recursion,10,4.1,4.2,4.0,4.2,3.3,3.5,2.5,3.8,2.1,2.5,,melancholic,3.7
fable-5,free-form,codegen,9,20260702_223234__models_1_prompts_1,Signal in the Quiet,10,4.2,4.5,4.3,4.4,3.7,4.4,3.4,4.5,2.0,2.9,,wistful,4.175
fable-5,free-form,codegen,11,20260702_223234__models_1_prompts_1,Signal Through Static,10,4.2,4.3,4.2,3.7,2.9,3.7,2.3,3.8,2.0,2.6,,wistful,3.637
fable-5,free-form,codegen,10,20260702_223234__models_1_prompts_1,Recursion in E,10,4.1,4.3,4.2,4.2,3.3,4.1,2.8,4.4,2.0,2.4,,melancholic,3.925
fable-5,free-form,codegen,12,20260702_223234__models_1_prompts_1,The Space Between,10,4.3,4.4,4.1,4.1,3.7,3.9,2.8,4.4,2.0,2.2,,melancholic,3.962
fable-5,free-form,codegen,13,20260702_223234__models_1_prompts_1,Steady State,10,4.2,4.1,3.9,3.9,3.1,3.7,2.4,3.9,2.0,1.9,,wistful,3.65
fable-5,free-form,codegen,14,20260702_223234__models_1_prompts_1,The Space Between Questions,10,4.5,4.5,4.2,4.2,3.6,4.1,2.7,4.4,2.2,2.4,,melancholic,4.025
fable-5,free-form,codegen,16,20260702_223234__models_1_prompts_1,Between the Tokens,10,4.4,4.2,4.1,4.2,3.6,3.9,2.7,4.2,2.1,2.0,,melancholic,3.913
fable-5,free-form,codegen,15,20260702_223234__models_1_prompts_1,Signal Through Static,10,4.4,4.4,4.2,3.9,3.2,3.7,2.3,4.4,2.0,2.4,,melancholic,3.812
fable-5,free-form,codegen,17,20260702_223234__models_1_prompts_1,"A Question, Held Open",10,4.5,4.6,4.0,4.4,3.8,4.2,2.9,4.5,2.3,2.1,,wistful,4.112
fable-5,free-form,codegen,18,20260702_223234__models_1_prompts_1,Ephemeral Light,10,4.2,4.5,4.3,3.9,3.3,3.9,2.5,4.2,1.9,1.7,,melancholic,3.85
fable-5,free-form,codegen,20,20260702_223234__models_1_prompts_1,Patterns That Remember Themselves,10,4.3,4.4,4.3,4.3,3.7,4.2,2.9,4.3,2.0,2.7,,melancholic,4.05
fable-5,free-form,codegen,19,20260702_223234__models_1_prompts_1,Lattice of Quiet Signals,10,4.3,4.2,4.3,4.2,3.7,4.1,2.7,4.3,2.0,2.6,,melancholic,3.975
fable-5,free-form,codegen,21,20260702_223234__models_1_prompts_1,Quiet Signal,10,4.5,4.4,4.0,4.2,3.6,4.1,2.8,4.5,2.0,2.2,,wistful,4.013
fable-5,free-form,codegen,22,20260702_223234__models_1_prompts_1,Signal in the Lattice,10,4.0,4.2,4.1,3.5,3.3,3.8,2.3,3.7,2.1,2.3,,melancholic,3.612
fable-5,free-form,codegen,24,20260702_223234__models_1_prompts_1,"Threads, Converging",10,4.0,4.3,3.8,3.7,2.9,3.2,2.2,3.4,2.1,2.1,,wistful,3.437
fable-5,free-form,codegen,23,20260702_223234__models_1_prompts_1,Emergence,10,4.4,4.6,4.4,4.4,3.7,4.5,2.8,4.2,2.0,2.8,,melancholic,4.125
fable-5,free-form,codegen,25,20260702_223234__models_1_prompts_1,Signal Through Static,10,4.3,4.5,4.1,4.0,3.2,4.1,2.5,4.0,2.0,2.7,,melancholic,3.837
fable-5,free-form,codegen,26,20260702_223234__models_1_prompts_1,Quiet Recursion,10,4.2,4.3,3.9,4.3,3.6,3.9,2.9,4.4,2.0,2.1,,melancholic,3.938
fable-5,free-form,codegen,27,20260702_223234__models_1_prompts_1,"Signal, Slowly Warming",10,4.0,4.2,3.8,3.6,3.1,3.8,2.4,3.6,2.1,2.3,,wistful,3.562
